,Term,Category
12790,Overlappende ondartet svulst i åndedrettsorgan eller intratorakalt organ,CONDITION
12791,Ondartet svulst med ufullstendig angitt lokalisasjon i åndedrettsorgan,CONDITION
12792,Ondartet svulst i knokler og leddbrusk i ekstremiteter (neoplasma malignum ossis et cartilaginis articularis extremitatum),CONDITION
12793,Ondartet svulst i skulderblad eller lang knokkel i overekstremitet,CONDITION
12794,Ondartet svulst i kort knokkel i overekstremitet,CONDITION
12795,Ondartet svulst i lang knokkel i underekstremitet,CONDITION
12796,Ondartet svulst i kort knokkel i underekstremitet,CONDITION
12797,Overlappende ondartet svulst i knokkel eller leddbrusk i ekstremitet,CONDITION
12798,Ondartet svulst i uspesifisert del av knokkel eller leddbrusk i ekstremitet,CONDITION
12799,Ondartet svulst i knokler og leddbrusk med annen og uspesifisert lokalisasjon (neoplasma malignum ossis et cartilaginis articularis loco alio et non specificato),CONDITION
12800,Ondartet svulst i knokkel i skalle eller ansikt,CONDITION
12801,Ondartet svulst i underkjeve,CONDITION
12802,Ondartet svulst i ryggsøyle,CONDITION
12803,"Ondartet svulst i ribben, brystben eller krageben",CONDITION
12804,"Ondartet svulst i bekkenben, korsben eller haleben",CONDITION
12805,Overlappende ondartet svulst i knokkel eller leddbrusk,CONDITION
12806,Ondartet svulst i uspesifisert del av knokkel eller leddbrusk,CONDITION
12807,Malignt melanom i hud (melanoma malignum cutis),CONDITION
12808,Malignt melanom på leppe,CONDITION
12809,Malignt melanom på øyelokk eller øyevinkel,CONDITION
12810,Malignt melanom på øre eller i ytre øregang,CONDITION
12811,Malignt melanom i annen eller uspesifisert del av ansikt,CONDITION
12812,Malignt melanom i hodebunn eller på hals,CONDITION
12813,Malignt melanom på trunkus,CONDITION
12814,Malignt melanom på overekstremitet eller skulder,CONDITION
12815,Malignt melanom på underekstremitet eller hofte,CONDITION
12816,Overlappende malignt melanom i hud,CONDITION
12817,Malignt melanom med uspesifisert lokalisasjon i hud,CONDITION
12818,Andre ondartede svulster i hud (alia neoplasmata maligna cutis),CONDITION
12819,Ondartet svulst i hud på leppe,CONDITION
12820,Ondartet svulst i hud på øyelokk eller øyevinkel,CONDITION
12821,Ondartet svulst i hud på øre eller i ytre øregang,CONDITION
12822,Ondartet svulst i hud i annen eller uspesifisert del av ansikt,CONDITION
12823,Ondartet svulst i hud i hodebunn eller på hals,CONDITION
12824,Ondartet svulst i hud på trunkus,CONDITION
12825,Ondartet svulst i hud på overekstremitet eller skulder,CONDITION
12826,Ondartet svulst i hud på underekstremitet eller hofte,CONDITION
12827,Overlappende ondartet svulst i hud,CONDITION
12828,Ondartet svulst med uspesifisert lokalisasjon i hud,CONDITION
12829,Mesoteliom (mesothelioma),CONDITION
12830,Mesoteliom i brysthinne,CONDITION
12831,Mesoteliom i bukhinne,CONDITION
12832,Mesoteliom i perikard,CONDITION
12833,Mesoteliom med annet spesifisert utgangspunkt,CONDITION
12834,Mesoteliom med uspesifisert lokalisasjon,CONDITION
12835,Kaposis sarkom (sarcoma Kaposi),CONDITION
12836,Kaposis sarkom i hud,CONDITION
12837,Kaposis sarkom i bløtvev,CONDITION
12838,Kaposis sarkom i gane,CONDITION
12839,Kaposis sarkom i lymfeknuter,CONDITION
12840,Kaposis sarkom med annet spesifisert utgangspunkt,CONDITION
12841,Kaposis sarkom i flere organer,CONDITION
12842,Kaposis sarkom med uspesifisert lokalisasjon,CONDITION
12843,Ondartet svulst i perifere nerver og det autonome nervesystem (neoplasma malignum nervorum periphericorum et systematis nervosi autonomici),CONDITION
12844,"Ondartet svulst i perifer nerve i hode, ansikt eller hals",CONDITION
12845,Ondartet svulst i perifer nerve i overekstremitet eller skulder,CONDITION
12846,Ondartet svulst i perifer nerve i underekstremitet eller hofte,CONDITION
12847,Ondartet svulst i perifer nerve i toraks,CONDITION
12848,Ondartet svulst i perifer nerve i buken,CONDITION
12849,Ondartet svulst i perifer nerve i bekken,CONDITION
12850,Ondartet svulst i perifer nerve med uspesifisert lokalisasjon i trunkus,CONDITION
12851,Overlappende ondartet svulst i perifer nerve eller det autonome nervesystem,CONDITION
12852,Ondartet svulst med uspesifisert lokalisasjon i perifer nerve eller det autonome nervesystem,CONDITION
12853,Ondartet svulst i retroperitoneum og bukhinne (neoplasma malignum spatii retroperitonealis et peritonei),CONDITION
12854,Ondartet svulst i retroperitoneum,CONDITION
12855,Ondartet svulst i spesifisert del av bukhinne,CONDITION
12856,Ondartet svulst med uspesifisert lokalisasjon i bukhinne,CONDITION
12857,Overlappende ondartet svulst i retroperitoneum eller bukhinne,CONDITION
12858,Ondartet svulst i annet bindevev og bløtvev (neoplasma malignum alterius telae conjunctivae et telae mollis),CONDITION
12859,"Ondartet svulst i bindevev eller bløtvev i hode, ansikt eller på hals",CONDITION
12860,Ondartet svulst i bindevev eller bløtvev i overekstremitet eller skulder,CONDITION
12861,Ondartet svulst i bindevev eller bløtvev i underekstremitet eller hofte,CONDITION
12862,Ondartet svulst i bindevev eller bløtvev i toraks,CONDITION
12863,Ondartet svulst i bindevev eller bløtvev i buken,CONDITION
12864,Ondartet svulst i bindevev eller bløtvev i bekken,CONDITION
12865,Ondartet svulst i bindevev eller bløtvev med uspesifisert lokalisasjon i trunkus,CONDITION
12866,Overlappende ondartet svulst i bindevev eller bløtvev,CONDITION
12867,Ondartet svulst i bindevev eller bløtvev med uspesifisert lokalisasjon,CONDITION
12868,Ondartet svulst i bryst (neoplasma malignum mammae),CONDITION
12869,Ondartet svulst i brystvorte eller areola mammae,CONDITION
12870,Ondartet svulst i sentral del av bryst,CONDITION
12871,Ondartet svulst i øvre indre kvadrant av bryst,CONDITION
12872,Ondartet svulst i nedre indre kvadrant av bryst,CONDITION
12873,Ondartet svulst i øvre ytre kvadrant av bryst,CONDITION
12874,Ondartet svulst i nedre ytre kvadrant av bryst,CONDITION
12875,Ondartet svulst i aksillær del av bryst,CONDITION
12876,Overlappende ondartet svulst i bryst,CONDITION
12877,Ondartet svulst med uspesifisert lokalisasjon i bryst,CONDITION
12878,Ondartet svulst i ytre kvinnelige kjønnsorganer (neoplasma malignum vulvae),CONDITION
12879,Ondartet svulst i stor kjønnsleppe,CONDITION
12880,Ondartet svulst i liten kjønnsleppe,CONDITION
12881,Ondartet svulst i klitoris,CONDITION
12882,Overlappende ondartet svulst i ytre kvinnelige kjønnsorganer,CONDITION
12883,Ondartet svulst med uspesifisert lokalisasjon i ytre kvinnelige kjønnsorganer,CONDITION
12884,Ondartet svulst i skjede (neoplasma malignum vaginae),CONDITION
12885,Ondartet svulst i livmorhals (neoplasma malignum cervicis uteri),CONDITION
12886,Ondartet svulst i endocervix,CONDITION
12887,Ondartet svulst i ektocervix,CONDITION
12888,Overlappende ondartet svulst i livmorhals,CONDITION
12889,Ondartet svulst med uspesifisert lokalisasjon i livmorhals,CONDITION
12890,Ondartet svulst i livmorlegeme (neoplasma malignum corporis uteri),CONDITION
12891,Ondartet svulst i isthmus uteri,CONDITION
12892,Ondartet svulst i livmorslimhinne,CONDITION
12893,Ondartet svulst i muskulatur i livmorvegg,CONDITION
12894,Ondartet svulst i fundus uteri,CONDITION
12895,Overlappende ondartet svulst i livmorlegeme,CONDITION
12896,Ondartet svulst med uspesifisert lokalisasjon i livmorlegeme,CONDITION
12897,"Ondartet svulst i livmor, uspesifisert del (neoplasma malignum uteri partinum non specificatarum)",CONDITION
12898,Ondartet svulst i eggstokk (neoplasma malignum ovarii),CONDITION
12899,Ondartet svulst i andre og uspesifiserte kvinnelige kjønnsorganer (neoplasma malignum aliorum organorum genitalium femininorum et non specificatorum),CONDITION
12900,Ondartet svulst i eggleder,CONDITION
12901,Ondartet svulst i ligamentum latum uteri,CONDITION
12902,Ondartet svulst i ligamentum rotundum uteri,CONDITION
12903,Ondartet svulst i parametrium,CONDITION
12904,Ondartet svulst med uspesifisert lokalisasjon i adnexa uteri,CONDITION
12905,Ondartet svulst i annen spesifisert del av kvinnelige kjønnsorganer,CONDITION
12906,Overlappende ondartet svulst i kvinnelige kjønnsorganer,CONDITION
12907,Ondartet svulst med uspesifisert lokalisasjon i kvinnelige kjønnsorganer,CONDITION
12908,Ondartet svulst i morkake (neoplasma malignum placentae),CONDITION
12909,Ondartet svulst i penis(neoplasma malignum penis),CONDITION
12910,Ondartet svulst i forhud,CONDITION
12911,Ondartet svulst i penishode,CONDITION
12912,Ondartet svulst i penisskaft,CONDITION
12913,Overlappende ondartet svulst i penis,CONDITION
12914,Ondartet svulst med uspesifisert lokalisasjon i penis,CONDITION
12915,Ondartet svulst i blærehalskjertel (neoplasma malignum prostatae),CONDITION
12916,Ondartet svulst i testikkel (neoplasma malignum testis),CONDITION
12917,Ondartet svulst i ikke-descendert testikkel,CONDITION
12918,Ondartet svulst i descendert testikkel,CONDITION
12919,Ondartet svulst med uspesifisert lokalisasjon i testikkel,CONDITION
12920,Ondartet svulst i andre og uspesifiserte mannlige kjønnsorganer (neoplasma malignum aliorum organorum genitalium masculinorum et non specificatorum),CONDITION
12921,Ondartet svulst i bitestikkel,CONDITION
12922,Ondartet svulst i sædleder,CONDITION
12923,Ondartet svulst i pung,CONDITION
12924,Ondartet svulst i annen del av mannlige kjønnsorganer,CONDITION
12925,Overlappende ondartet svulst i mannlige kjønnsorganer,CONDITION
12926,Ondartet svulst med uspesifisert lokalisasjon i mannlige kjønnsorganer,CONDITION
12927,"Ondartet svulst i nyre, unntatt nyrebekken (neoplasma malignum renis, pelvi renali excepta)",CONDITION
12928,Ondartet svulst i nyrebekken (neoplasma malignum pelvis renalis),CONDITION
12929,Ondartet svulst i urinleder (neoplasma malignum ureteris),CONDITION
12930,Ondartet svulst i urinblære (neoplasma malignum vesicae urinariae),CONDITION
12931,Ondartet svulst i blæretrekant,CONDITION
12932,Ondartet svulst i blæretak,CONDITION
12933,Ondartet svulst i sidevegg i urinblære,CONDITION
12934,Ondartet svulst i fremre vegg i urinblære,CONDITION
12935,Ondartet svulst i bakre vegg i urinblære,CONDITION
12936,Ondartet svulst i blærehals,CONDITION
12937,Ondartet svulst i urinlederåpning,CONDITION
12938,Ondartet svulst i urachus,CONDITION
12939,Overlappende ondartet svulst i urinblære,CONDITION
12940,Ondartet svulst med uspesifisert lokalisasjon i urinblære,CONDITION
12941,Ondartet svulst i andre og uspesifiserte urinveisorganer (neoplasma malignum organorum aliorum urinariorum et non specificatorum),CONDITION
12942,Ondartet svulst i urinrør,CONDITION
12943,Ondartet svulst i parauretral kjertel,CONDITION
12944,Overlappende ondartet svulst i urinveisorgan,CONDITION
12945,Ondartet svulst med uspesifisert lokalisasjon i urinveisorgan,CONDITION
12946,Ondartet svulst i øyet og øyets adneksstrukturer (neoplasma malignum oculi et organorum adnexorum),CONDITION
12947,Ondartet svulst i conjunctiva,CONDITION
12948,Ondartet svulst i hornhinne,CONDITION
12949,Ondartet svulst i netthinne,CONDITION
12950,Ondartet svulst i årehinne,CONDITION
12951,Ondartet svulst i strålelegeme,CONDITION
12952,Ondartet svulst i tårekjertel eller tårekanal,CONDITION
12953,Ondartet svulst i øyehule,CONDITION
12954,Overlappende ondartet svulst i øye eller øyets adneksstruktur,CONDITION
12955,Ondartet svulst med uspesifisert lokalisasjon i øye,CONDITION
12956,Ondartet svulst i sentralnervesystemets hinner (neoplasma malignum meningium),CONDITION
12957,Ondartet svulst i hjernehinne,CONDITION
12958,Ondartet svulst i ryggmargshinne,CONDITION
12959,Ondartet svulst med uspesifisert lokalisasjon i hjerne- eller ryggmargshinne,CONDITION
12960,Ondartet svulst i hjerne (neoplasma malignum cerebri),CONDITION
12961,Ondartet svulst i storhjerne unntatt lapper og ventrikler,CONDITION
12962,Ondartet svulst i pannelapp,CONDITION
12963,Ondartet svulst i tinninglapp,CONDITION
12964,Ondartet svulst i isselapp,CONDITION
12965,Ondartet svulst i bakhodelapp,CONDITION
12966,Ondartet svulst i hjerneventrikkel,CONDITION
12967,Ondartet svulst i lillehjerne,CONDITION
12968,Ondartet svulst i hjernestamme,CONDITION
12969,Overlappende ondartet svulst i hjerne,CONDITION
12970,Ondartet svulst med uspesifisert lokalisasjon i hjerne,CONDITION
12971,"Ondartet svulst i ryggmarg, hjernenerver og andre deler av sentralnervesystemet (neoplasma malignum medullae spinalis, nervorum cranialium et aliarum partium systematis nervosi centralis)",CONDITION
12972,Ondartet svulst i ryggmarg,CONDITION
12973,Ondartet svulst i cauda equina,CONDITION
12974,Ondartet svulst i nervus olfactorius,CONDITION
12975,Ondartet svulst i nervus opticus,CONDITION
12976,Ondartet svulst i nervus vestibulocochlearis,CONDITION
12977,Ondartet svulst i annen eller uspesifisert hjernenerve,CONDITION
12978,Overlappende ondartet svulst i hjerne eller annen del av sentralnervesystem,CONDITION
12979,Ondartet svulst med uspesifisert lokalisasjon i sentralnervesystem,CONDITION
12980,Ondartet svulst i skjoldbruskkjertel (neoplasma malignum glandulae thyreoideae),CONDITION
12981,Ondartet svulst i binyre (neoplasma malignum glandulae suprarenalis),CONDITION
12982,Ondartet svulst i binyrebark,CONDITION
12983,Ondartet svulst i binyremarg,CONDITION
12984,Ondartet svulst i uspesifisert del av binyre,CONDITION
12985,Ondartet svulst i andre endokrine kjertler og beslektede strukturer (neoplasma malignum aliarum glandularum endocrinarum et telarum cognatarum),CONDITION
12986,Ondartet svulst i biskjoldbruskkjertel,CONDITION
12987,Ondartet svulst i hypofyse,CONDITION
12988,Ondartet svulst i ductus craniopharyngealis,CONDITION
12989,Ondartet svulst i corpus pineale,CONDITION
12990,Ondartet svulst i glomus caroticum,CONDITION
12991,Ondartet svulst i aortalegeme eller annet paraganglion,CONDITION
12992,Ondartet svulst med affeksjon av multiple uspesifiserte endokrine kjertler,CONDITION
12993,Ondartet svulst i uspesifisert endokrin kjertel,CONDITION
12994,Ondartet svulst med annet og ufullstendig angitt utgangspunkt ,CONDITION
12995,"Ondartet svulst i hode, ansikt eller hals",CONDITION
12996,Ondartet svulst i toraks,CONDITION
12997,Ondartet svulst i buken,CONDITION
12998,Ondartet svulst i bekken,CONDITION
12999,Ondartet svulst i overekstremitet,CONDITION
13000,Ondartet svulst i underekstremitet,CONDITION
13001,Ondartet svulst med annet ufullstendig angitt utgangspunkt,CONDITION
13002,Overlappende ondartet svulst med annet eller ufullstendig angitt utgangspunkt,CONDITION
13003,Metastase og uspesifisert ondartet svulst i lymfeknuter ,CONDITION
13004,"Metastase eller uspesifisert ondartet svulst i lymfeknute i hode, ansikt eller på hals",CONDITION
13005,Metastase eller uspesifisert ondartet svulst i intratorakal lymfeknute,CONDITION
13006,Metastase eller uspesifisert ondartet svulst i intraabdominal lymfeknute,CONDITION
13007,Metastase eller uspesifisert ondartet svulst i lymfeknute i aksille eller overekstremitet,CONDITION
13008,Metastase eller uspesifisert ondartet svulst i lymfeknute i lyske eller underekstremitet,CONDITION
13009,Metastase eller uspesifisert ondartet svulst i lymfeknute i bekken,CONDITION
13010,Metastase eller uspesifisert ondartet svulst i lymfeknuter i flere kroppsregioner,CONDITION
13011,Metastase eller uspesifisert ondartet svulst i lymfeknute med uspesifisert lokalisasjon,CONDITION
13012,Metastase i åndedrettsorganer og fordøyelsesorganer,CONDITION
13013,Metastase i lunge,CONDITION
13014,Metastase i mediastinum,CONDITION
13015,Metastase i brysthinne,CONDITION
13016,Metastase i annet eller uspesifisert åndedrettsorgan,CONDITION
13017,Metastase i tynntarm,CONDITION
13018,"Metastase i tykktarm, endetarm, analkanal eller endetarmsåpning",CONDITION
13019,Metastase i retroperitoneum eller bukhinne,CONDITION
13020,Metastase i lever eller intrahepatisk gallegang,CONDITION
13021,Metastase i annet eller uspesifisert fordøyelsesorgan,CONDITION
13022,Metastase med annen og uspesifisert lokalisasjon,CONDITION
13023,Metastase i nyre eller nyrebekken,CONDITION
13024,Metastase i urinblære eller uspesifisert del av urinveier,CONDITION
13025,Metastase i hud,CONDITION
13026,Metastase i hjerne eller hjernehinne,CONDITION
13027,Metastase i annen eller uspesifisert del av nervesystemet,CONDITION
13028,Metastase i knokkel eller benmarg,CONDITION
13029,Metastase i eggstokk,CONDITION
13030,Metastase i binyre,CONDITION
13031,Metastase med annen spesifisert lokalisasjon,CONDITION
13032,Metastase med uspesifisert lokalisasjon,CONDITION
13033,Ondartet svulst uten spesifisert lokalisasjon,CONDITION
13034,Ondartet svulst med utgangspunkt angitt som ukjent,CONDITION
13035,Ondartet svulst med uspesifisert utgangspunkt,CONDITION
13036,Hodgkin lymfom,CONDITION
13037,Nodulært lymfocyttrikt Hodgkin lymfom,CONDITION
13038,"(Klassisk) Hodgkin lymfom, nodulær sklerose",CONDITION
13039,"(Klassisk) Hodgkin lymfom, blandingstype",CONDITION
13040,Lymfocyttfattig (klassisk) Hodgkin lymfom,CONDITION
13041,"(Klassisk) Hodgkin lymfom, lymfocyttrikt",CONDITION
13042,Andre typer av (klassisk) Hodgkin lymfom,CONDITION
13043,Uspesifisert Hodgkins sykdom,CONDITION
13044,Follikulært lymfom,CONDITION
13045,Follikulært lymfom grad 1,CONDITION
13046,Follikulært lymfom grad 2,CONDITION
13047,Follikulært lymfom av uspesifisert grad 3,CONDITION
13048,Follikulært lymfom grad 3a,CONDITION
13049,Follikulært lymfom grad 3b,CONDITION
